image,label,nodule_id,split,image_type
"[[0.01574161 0.00857574 0.00587901 ... 0.00361226 0.00424343 0.00264131]
 [0.01518614 0.00862539 0.00943667 ... 0.00403642 0.00399515 0.00367225]
 [0.00901022 0.00475916 0.00285756 ... 0.00558317 0.00338228 0.00332386]
 ...
 [0.09134769 0.07379951 0.04967391 ... 0.5242697  0.579796   0.47935703]
 [0.06826393 0.10812125 0.07202825 ... 0.5697065  0.4274835  0.4027608 ]
 [0.0383914  0.08019738 0.04208109 ... 0.59691775 0.5586685  0.66134864]]",2.0,563.0,train,augmented
"[[0.06666667 0.06666667 0.05882353 ... 0.51372552 0.51764709 0.52941179]
 [0.05882353 0.0627451  0.05490196 ... 0.51372552 0.50588238 0.51372552]
 [0.06666667 0.07843138 0.07843138 ... 0.50196081 0.50588238 0.51372552]
 ...
 [0.09019608 0.10588235 0.10980392 ... 0.91764706 0.73725492 0.59215689]
 [0.10196079 0.09803922 0.10196079 ... 0.91764706 0.72156864 0.58039218]
 [0.09411765 0.09411765 0.10588235 ... 0.89411765 0.69803923 0.58823532]]",5.0,656.0,train,original
"[[0.18783459 0.16809118 0.17828307 ... 0.55131441 0.55617326 0.54550827]
 [0.16451527 0.18387663 0.17709187 ... 0.59889644 0.58373606 0.60669333]
 [0.17432387 0.1434838  0.15003875 ... 0.59747666 0.58819515 0.5844484 ]
 ...
 [0.18737032 0.15233554 0.15726712 ... 0.41271654 0.42881203 0.4576149 ]
 [0.1619267  0.15075663 0.1717647  ... 0.41359344 0.36810872 0.4186132 ]
 [0.19590127 0.16678485 0.17099622 ... 0.43183833 0.41986319 0.43356156]]",5.0,656.0,train,reconstructed
"[[0.20657142 0.22155586 0.2385861  ... 0.8788547  0.90781677 0.8995921 ]
 [0.19262427 0.2262374  0.24270491 ... 0.9123189  0.89694643 0.90507686]
 [0.18358546 0.18315716 0.1876604  ... 0.8609342  0.8894679  0.86538875]
 ...
 [0.09225033 0.09780471 0.10056006 ... 0.3130215  0.29383862 0.35803536]
 [0.09147    0.07561978 0.11847794 ... 0.28571227 0.21672249 0.2522775 ]
 [0.09651957 0.10342255 0.08197502 ... 0.3073702  0.24242716 0.29207537]]",5.0,656.0,train,augmented
"[[0.01117113 0.00648534 0.00435999 ... 0.00334012 0.00311332 0.00298603]
 [0.01157886 0.00767163 0.00527375 ... 0.00400706 0.00460975 0.00322193]
 [0.00560065 0.0026707  0.00177881 ... 0.00361337 0.00394799 0.00253656]
 ...
 [0.2806587  0.24624975 0.13315669 ... 0.21017115 0.33231866 0.2033667 ]
 [0.2276841  0.2436586  0.20087251 ... 0.31301862 0.2110855  0.16613923]
 [0.14625458 0.24394742 0.15884839 ... 0.25200716 0.31956437 0.36955765]]",5.0,656.0,train,augmented
"[[0.01828366 0.01161958 0.00822382 ... 0.00926466 0.0084361  0.0082188 ]
 [0.01871714 0.0133413  0.00928267 ... 0.01073462 0.01196774 0.00861267]
 [0.01033439 0.00535681 0.00379532 ... 0.00983513 0.01094909 0.00733884]
 ...
 [0.28332683 0.24814928 0.14368972 ... 0.2288174  0.33336097 0.22661102]
 [0.23274949 0.24074408 0.20194188 ... 0.31775767 0.2382615  0.19647029]
 [0.162474   0.2536084  0.16983467 ... 0.2689011  0.3312698  0.3774808 ]]",5.0,656.0,train,augmented
"[[0.4627451  0.48235294 0.52941179 ... 0.48235294 0.48627451 0.45882353]
 [0.42745098 0.45882353 0.49803922 ... 0.52549022 0.627451   0.58039218]
 [0.51764709 0.52549022 0.52549022 ... 0.58431375 0.53725493 0.54901963]
 ...
 [0.56470591 0.59215689 0.51372552 ... 0.03137255 0.03137255 0.        ]
 [0.52156866 0.56862748 0.56862748 ... 0.0627451  0.04705882 0.04705882]
 [0.58823532 0.60000002 0.58823532 ... 0.06666667 0.05882353 0.03921569]]",2.0,1633.0,train,original
"[[0.31794819 0.33090058 0.32916275 ... 0.36173186 0.3627466  0.37717021]
 [0.32469809 0.32567647 0.32292372 ... 0.37778714 0.36804682 0.38724077]
 [0.33708915 0.3402262  0.34004289 ... 0.37229681 0.37196541 0.37179992]
 ...
 [0.43477446 0.43710983 0.42250109 ... 0.05795862 0.05739511 0.06858927]
 [0.40270406 0.41057158 0.43702707 ... 0.06441049 0.06139447 0.06669068]
 [0.41861373 0.4042232  0.43435106 ... 0.05342003 0.06385201 0.07112016]]",2.0,1633.0,train,reconstructed
"[[0.52139866 0.52913725 0.60142237 ... 0.8586813  0.8814396  0.86985964]
 [0.5505261  0.58803225 0.6264582  ... 0.8633938  0.8351034  0.8332028 ]
 [0.53350353 0.5371883  0.5290433  ... 0.8406967  0.8571117  0.8270283 ]
 ...
 [0.28565595 0.2966353  0.26632553 ... 0.05719833 0.0433091  0.06468204]
 [0.25952882 0.2693795  0.3487254  ... 0.03953071 0.0354347  0.03971445]
 [0.23278478 0.28865    0.22698991 ... 0.03777783 0.03380849 0.06355365]]",2.0,1633.0,train,augmented
"[[0.01719349 0.01420867 0.0085427  ... 0.00072109 0.00079087 0.00086717]
 [0.01894332 0.01369102 0.01303648 ... 0.00123964 0.00117539 0.00100331]
 [0.01142887 0.00634711 0.00437132 ... 0.0008697  0.00079357 0.00060821]
 ...
 [0.36607683 0.42278647 0.21387172 ... 0.04274527 0.07809212 0.03184025]
 [0.33644396 0.30453753 0.30277362 ... 0.06458092 0.04517508 0.02772306]
 [0.23317778 0.35756323 0.2653036  ... 0.04388134 0.06734974 0.06185121]]",2.0,1633.0,train,augmented
"[[0.02753259 0.02462241 0.01578529 ... 0.00202925 0.0022493  0.00238141]
 [0.03046159 0.02364576 0.02244999 ... 0.0033231  0.00317546 0.00275013]
 [0.020142   0.01265824 0.00920787 ... 0.00241385 0.00225011 0.00179396]
 ...
 [0.37844422 0.43216145 0.23705277 ... 0.0461955  0.07843057 0.03599849]
 [0.3521085  0.31326973 0.3145635  ... 0.06594717 0.05055248 0.03275535]
 [0.25570258 0.37866786 0.29302633 ... 0.04776243 0.06913792 0.06403039]]",2.0,1633.0,train,augmented
"[[0.05098039 0.03529412 0.05098039 ... 0.12156863 0.07450981 0.03921569]
 [0.06666667 0.03529412 0.05098039 ... 0.09411765 0.07058824 0.05490196]
 [0.10196079 0.03921569 0.04313726 ... 0.08235294 0.06666667 0.05098039]
 ...
 [0.53725493 0.53725493 0.52941179 ... 0.32549021 0.27843139 0.23529412]
 [0.52941179 0.5411765  0.53333336 ... 0.61960787 0.55686277 0.49019608]
 [0.52549022 0.5411765  0.5411765  ... 0.85490197 0.79607844 0.74509805]]",2.0,2190.0,train,original
"[[0.15777196 0.13593192 0.13622648 ... 0.04014538 0.03780444 0.03984025]
 [0.15804343 0.14521998 0.12997723 ... 0.03855327 0.03382649 0.03573283]
 [0.15493019 0.16424103 0.13508563 ... 0.03630184 0.03160366 0.0324055 ]
 ...
 [0.3952052  0.40057254 0.40476301 ... 0.2997019  0.29799721 0.27813512]
 [0.38857982 0.38172117 0.39240378 ... 0.31007037 0.26063114 0.2654891 ]
 [0.36037463 0.39735425 0.39889255 ... 0.30455065 0.30215073 0.30254701]]",2.0,2190.0,train,reconstructed
"[[0.22067331 0.16572262 0.18991795 ... 0.53649837 0.56207174 0.57736933]
 [0.19822903 0.29227486 0.22123033 ... 0.5354214  0.509572   0.49466336]
 [0.18850546 0.22201248 0.16858794 ... 0.42180687 0.48647633 0.4567166 ]
 ...
 [0.27068195 0.323449   0.27060562 ... 0.17401394 0.17807111 0.16043468]
 [0.26533508 0.26189053 0.30257085 ... 0.1706052  0.17499115 0.15847817]
 [0.23174025 0.3125091  0.21991472 ... 0.14300482 0.14043003 0.19277808]]",2.0,2190.0,train,augmented
"[[5.6405258e-03 4.4153230e-03 2.3227260e-03 ... 3.7859998e-05
  3.5167537e-05 2.9867013e-05]
 [8.8826986e-03 3.7501564e-03 3.6567575e-03 ... 4.9673876e-05
  4.2918004e-05 4.0213781e-05]
 [3.7485515e-03 1.7638669e-03 1.3395757e-03 ... 3.4205183e-05
  2.9709554e-05 1.7279755e-05]
 ...
 [4.5393029e-01 5.3090811e-01 4.3120718e-01 ... 2.0424539e-01
  2.9551381e-01 1.6887331e-01]
 [4.6048909e-01 5.2739793e-01 5.0648910e-01 ... 2.5838798e-01
  1.3783003e-01 1.0586033e-01]
 [3.1683701e-01 4.0800667e-01 3.8848346e-01 ... 2.5637424e-01
  2.9059863e-01 2.2581470e-01]]",2.0,2190.0,train,augmented
"[[9.61099472e-03 7.79312430e-03 4.49463120e-03 ... 1.08312088e-04
  9.60381876e-05 8.57363266e-05]
 [1.49116851e-02 6.96360460e-03 6.50044391e-03 ... 1.31309978e-04
  1.15084062e-04 1.08714616e-04]
 [7.00349687e-03 3.74705414e-03 2.86631193e-03 ... 9.75247603e-05
  8.42361915e-05 5.15445972e-05]
 ...
 [4.57552344e-01 5.24493635e-01 4.48399812e-01 ... 2.24077091e-01
  3.02509755e-01 1.89253643e-01]
 [4.67610002e-01 5.20053566e-01 5.13072431e-01 ... 2.69629359e-01
  1.56960145e-01 1.27456963e-01]
 [3.40977579e-01 4.23629403e-01 4.06205475e-01 ... 2.81053662e-01
  2.98116565e-01 2.37899274e-01]]",2.0,2190.0,train,augmented
"[[0.31764707 0.30588236 0.29411766 ... 0.07843138 0.04705882 0.02745098]
 [0.30980393 0.30980393 0.30588236 ... 0.05490196 0.02745098 0.02745098]
 [0.31764707 0.30980393 0.30980393 ... 0.02352941 0.00784314 0.01176471]
 ...
 [0.32156864 0.32941177 0.32156864 ... 0.01960784 0.02352941 0.01960784]
 [0.32549021 0.33333334 0.32156864 ... 0.03921569 0.03529412 0.03137255]
 [0.32156864 0.33333334 0.31764707 ... 0.07058824 0.0627451  0.05098039]]",1.0,2346.0,train,original
"[[0.50428349 0.49416336 0.51016861 ... 0.09594521 0.09013955 0.09074198]
 [0.49075341 0.48262319 0.47491565 ... 0.09252768 0.09472713 0.09488585]
 [0.48897645 0.48324832 0.48105213 ... 0.09030804 0.09647002 0.07789072]
 ...
 [0.32093483 0.27842641 0.26687276 ... 0.04599416 0.05586092 0.06424367]
 [0.30302584 0.29094291 0.27555156 ... 0.05433441 0.0598437  0.06402802]
 [0.33182663 0.29442015 0.30439565 ... 0.05220323 0.05792729 0.0684562 ]]",1.0,2346.0,train,reconstructed
"[[0.55781436 0.5167466  0.50451684 ... 0.5823585  0.63597304 0.56440246]
 [0.5664203  0.52192885 0.5841974  ... 0.60786134 0.604669   0.5690221 ]
 [0.57283354 0.47452116 0.51193553 ... 0.48661873 0.5453614  0.5481984 ]
 ...
 [0.11707392 0.15975727 0.1203106  ... 0.05289999 0.05465679 0.05546152]
 [0.11396232 0.11260014 0.14244363 ... 0.03740242 0.04268572 0.03730419]
 [0.12005742 0.14146197 0.11533163 ... 0.04596535 0.04145227 0.06905761]]",1.0,2346.0,train,augmented
"[[3.19879092e-02 2.26352643e-02 2.23460738e-02 ... 9.69446992e-05
  1.34040631e-04 1.33732203e-04]
 [3.59717198e-02 2.62144264e-02 2.28323694e-02 ... 1.27516250e-04
  1.76195754e-04 1.49748565e-04]
 [1.93986967e-02 1.17911026e-02 8.46113451e-03 ... 1.15663061e-04
  1.31089662e-04 7.60133407e-05]
 ...
 [3.82913411e-01 3.01542491e-01 1.81363896e-01 ... 4.49747369e-02
  8.74488503e-02 6.94759488e-02]
 [3.39616448e-01 3.34860981e-01 3.25075448e-01 ... 9.91419554e-02
  5.43317534e-02 5.64520732e-02]
 [2.10493013e-01 3.11168373e-01 2.25841939e-01 ... 5.74273765e-02
  8.18133578e-02 1.03251494e-01]]",1.0,2346.0,train,augmented
"[[5.1845431e-02 4.0371642e-02 4.0750258e-02 ... 2.8136128e-04
  3.7383515e-04 3.6740021e-04]
 [5.8876138e-02 4.5653142e-02 3.9532006e-02 ... 3.5758695e-04
  4.8096478e-04 4.0672839e-04]
 [3.5080671e-02 2.3594955e-02 1.7698100e-02 ... 3.2382493e-04
  3.6570226e-04 2.3047220e-04]
 ...
 [3.8704887e-01 3.1193161e-01 2.0436086e-01 ... 4.9728714e-02
  8.7296613e-02 7.5919054e-02]
 [3.5275882e-01 3.4412065e-01 3.3691192e-01 ... 1.0016067e-01
  6.1575525e-02 6.5741353e-02]
 [2.4077454e-01 3.2755575e-01 2.5045884e-01 ... 6.1977543e-02
  8.4196322e-02 1.0358515e-01]]",1.0,2346.0,train,augmented
"[[0.53725493 0.56470591 0.58039218 ... 0.04313726 0.03529412 0.03921569]
 [0.5411765  0.56078434 0.58431375 ... 0.02745098 0.01960784 0.01960784]
 [0.5411765  0.57647061 0.60392159 ... 0.03921569 0.04705882 0.05490196]
 ...
 [0.6156863  0.60784316 0.60784316 ... 0.23137255 0.16078432 0.11764706]
 [0.6156863  0.6156863  0.60000002 ... 0.3137255  0.21960784 0.1882353 ]
 [0.61176473 0.61176473 0.60000002 ... 0.41176471 0.24705882 0.17647059]]",2.0,412.0,train,original
"[[0.60282892 0.58196247 0.56886876 ... 0.10115589 0.09806789 0.0945908 ]
 [0.56906164 0.56802166 0.56185174 ... 0.09311364 0.08814999 0.08598897]
 [0.55102664 0.5320524  0.5424509  ... 0.08693301 0.0997465  0.08646846]
 ...
 [0.58368003 0.54538858 0.55032396 ... 0.1449829  0.17300084 0.15499067]
 [0.5509057  0.55507517 0.58438981 ... 0.16618164 0.15977232 0.15952003]
 [0.55907965 0.55437982 0.55067104 ... 0.16598229 0.16631901 0.18558498]]",2.0,412.0,train,reconstructed
"[[0.5627993  0.50327766 0.4816858  ... 0.6061121  0.6549938  0.5950748 ]
 [0.58116263 0.62426287 0.63134974 ... 0.63237405 0.582853   0.5781595 ]
 [0.57780504 0.49193895 0.47338045 ... 0.49462503 0.5787047  0.5297898 ]
 ...
 [0.3136275  0.34655797 0.32040924 ... 0.09164611 0.10315144 0.08960415]
 [0.27654305 0.25249106 0.36516598 ... 0.07290519 0.07175332 0.06656653]
 [0.25680715 0.32688317 0.23598549 ... 0.10641947 0.07061486 0.12223271]]",2.0,412.0,train,augmented
"[[5.33050075e-02 5.13474718e-02 4.83655706e-02 ... 1.16873300e-04
  1.37680894e-04 1.20558099e-04]
 [7.26415440e-02 6.05302826e-02 4.57905456e-02 ... 1.31057794e-04
  1.81334908e-04 1.57109040e-04]
 [4.24518809e-02 2.31218804e-02 1.87023748e-02 ... 9.10871095e-05
  1.04166342e-04 7.62204290e-05]
 ...
 [6.20656133e-01 6.42333984e-01 5.08024156e-01 ... 1.30974233e-01
  2.10629717e-01 1.42236114e-01]
 [6.42136991e-01 6.83803201e-01 6.52801692e-01 ... 2.74813712e-01
  1.07629105e-01 1.27577156e-01]
 [4.86640632e-01 6.09779537e-01 4.99104738e-01 ... 1.58892483e-01
  2.22275659e-01 2.26848185e-01]]",2.0,412.0,train,augmented
"[[8.8932306e-02 8.8032901e-02 8.5836709e-02 ... 3.2998659e-04
  3.7999338e-04 3.3255227e-04]
 [1.1523031e-01 1.0285669e-01 7.7672161e-02 ... 3.4836671e-04
  4.8408573e-04 4.2742869e-04]
 [7.4818462e-02 4.4977881e-02 3.8720101e-02 ... 2.5834388e-04
  2.8819070e-04 2.2162929e-04]
 ...
 [6.2310344e-01 6.5990824e-01 5.4206216e-01 ... 1.4175528e-01
  2.0794167e-01 1.5277903e-01]
 [6.5540206e-01 6.9050944e-01 6.6958588e-01 ... 2.7340141e-01
  1.2259093e-01 1.4184707e-01]
 [5.2756220e-01 6.2737817e-01 5.3225285e-01 ... 1.6886160e-01
  2.2063182e-01 2.2698368e-01]]",2.0,412.0,train,augmented
"[[0.44313726 0.43921569 0.43921569 ... 0.05490196 0.06666667 0.07450981]
 [0.43921569 0.43529412 0.43137255 ... 0.04313726 0.04313726 0.04705882]
 [0.43137255 0.42745098 0.43529412 ... 0.03137255 0.04313726 0.03921569]
 ...
 [0.53333336 0.67843139 0.70588237 ... 0.02352941 0.03529412 0.03529412]
 [0.59607846 0.7647059  0.7019608  ... 0.06666667 0.06666667 0.05098039]
 [0.63137257 0.75686276 0.64705884 ... 0.05882353 0.07843138 0.09411765]]",5.0,1186.0,train,original
"[[0.54127938 0.54382068 0.5515933  ... 0.1274711  0.12751901 0.12218727]
 [0.52968425 0.54056734 0.55667591 ... 0.11984908 0.11974403 0.12049047]
 [0.534697   0.54547268 0.53787315 ... 0.11727212 0.12651952 0.10762107]
 ...
 [0.45837715 0.44451106 0.44104755 ... 0.0555211  0.06491221 0.0644032 ]
 [0.46471816 0.4637275  0.45109501 ... 0.06836418 0.06586534 0.06564481]
 [0.4630979  0.45181239 0.46490923 ... 0.05742367 0.06440341 0.07253766]]",5.0,1186.0,train,reconstructed
"[[0.5989296  0.56962657 0.5732584  ... 0.69052374 0.7352001  0.6547945 ]
 [0.63234466 0.64975595 0.69869095 ... 0.6684332  0.6601731  0.63085586]
 [0.6289047  0.572799   0.56811285 ... 0.576115   0.62235266 0.60323393]
 ...
 [0.2210954  0.2590721  0.22048548 ... 0.05402614 0.05472511 0.05591673]
 [0.21623865 0.20408861 0.2605863  ... 0.04135882 0.03803172 0.03545761]
 [0.18240744 0.2562849  0.17914855 ... 0.04782709 0.03756091 0.07402691]]",5.0,1186.0,train,augmented
"[[4.1282658e-02 3.6742598e-02 3.2000210e-02 ... 1.2576347e-04
  1.7354198e-04 1.5085439e-04]
 [5.2465837e-02 3.7976846e-02 3.7755731e-02 ... 1.7390343e-04
  2.2464500e-04 1.9767559e-04]
 [3.1390917e-02 1.7722996e-02 1.3824094e-02 ... 1.3537948e-04
  1.3584993e-04 8.9431844e-05]
 ...
 [4.5658740e-01 4.5128718e-01 3.1006798e-01 ... 5.2078508e-02
  9.7346291e-02 6.1524119e-02]
 [4.6816435e-01 4.6651429e-01 4.3635622e-01 ... 1.0876738e-01
  5.0989091e-02 5.1520903e-02]
 [2.9468819e-01 4.3952900e-01 3.1405169e-01 ... 7.2381102e-02
  9.4080947e-02 9.6097909e-02]]",5.0,1186.0,train,augmented
"[[6.6053957e-02 6.4453378e-02 5.7859838e-02 ... 3.6477851e-04
  4.8727615e-04 4.1591559e-04]
 [8.4505662e-02 6.5982953e-02 6.4647056e-02 ... 4.8926659e-04
  6.0966075e-04 5.4309401e-04]
 [5.6510430e-02 3.5026204e-02 2.8836433e-02 ... 3.8631342e-04
  3.8470406e-04 2.7099621e-04]
 ...
 [4.6370822e-01 4.6399191e-01 3.4375128e-01 ... 5.7667185e-02
  9.7777173e-02 6.8066530e-02]
 [4.8458666e-01 4.7666982e-01 4.5637167e-01 ... 1.1099965e-01
  5.7607621e-02 6.0441583e-02]
 [3.3125296e-01 4.6412376e-01 3.4549850e-01 ... 7.8697726e-02
  9.5500916e-02 9.7594157e-02]]",5.0,1186.0,train,augmented
"[[0.69803923 0.70980394 0.70980394 ... 0.08235294 0.09019608 0.09803922]
 [0.72156864 0.69411767 0.69803923 ... 0.08235294 0.05882353 0.06666667]
 [0.72941178 0.7019608  0.69803923 ... 0.10588235 0.09019608 0.11372549]
 ...
 [0.07450981 0.0627451  0.07843138 ... 0.16470589 0.15294118 0.1254902 ]
 [0.10588235 0.09803922 0.10980392 ... 0.21568628 0.10196079 0.04313726]
 [0.09019608 0.10588235 0.10980392 ... 0.43137255 0.32549021 0.14117648]]",4.0,655.0,train,original
"[[0.80403095 0.78939503 0.82612121 ... 0.36599696 0.35471073 0.33661604]
 [0.79614538 0.80682933 0.83191252 ... 0.33406225 0.33093163 0.33872443]
 [0.79007101 0.81412554 0.83165252 ... 0.3332423  0.30863899 0.33354905]
 ...
 [0.24914072 0.208707   0.1937727  ... 0.14417925 0.18817519 0.18588239]
 [0.24323681 0.21155977 0.19687557 ... 0.17225944 0.17095658 0.19021221]
 [0.24703713 0.21333826 0.22155662 ... 0.16749783 0.18473467 0.19994423]]",4.0,655.0,train,reconstructed
"[[0.8030947  0.8275312  0.85102606 ... 0.81004447 0.82455945 0.781292  ]
 [0.8513287  0.8568794  0.86940795 ... 0.7833312  0.7674569  0.7428082 ]
 [0.85331964 0.82573843 0.84255797 ... 0.68767166 0.7615794  0.71304953]
 ...
 [0.08849429 0.13070266 0.09643302 ... 0.09211611 0.10653445 0.12495354]
 [0.10966464 0.08166914 0.12167512 ... 0.07345017 0.07701883 0.06596956]
 [0.10795298 0.11789708 0.09243635 ... 0.09342677 0.08215016 0.11548004]]",4.0,655.0,train,augmented
"[[0.17552035 0.12665305 0.13762997 ... 0.00043711 0.00066316 0.00056467]
 [0.1653697  0.16529155 0.18142292 ... 0.00076351 0.00074523 0.00080449]
 [0.12073708 0.08280902 0.06126754 ... 0.00055963 0.00047862 0.0003395 ]
 ...
 [0.27665508 0.23234503 0.13081704 ... 0.11870605 0.19493395 0.12752825]
 [0.2607383  0.3021433  0.20592804 ... 0.20729327 0.11558653 0.11625399]
 [0.13829511 0.24112499 0.12267461 ... 0.14224075 0.16232628 0.1824986 ]]",4.0,655.0,train,augmented
"[[0.26499513 0.21033858 0.2336494  ... 0.00132086 0.00190687 0.00157296]
 [0.24699558 0.2646222  0.2794983  ... 0.00217113 0.00202896 0.00228899]
 [0.20386    0.15625148 0.12096448 ... 0.00164235 0.00143901 0.00103399]
 ...
 [0.28616452 0.2402515  0.14890593 ... 0.13183556 0.19914012 0.14556585]
 [0.27497056 0.3114398  0.21435608 ... 0.21274555 0.12968193 0.13675283]
 [0.15931103 0.25773966 0.13970949 ... 0.15722978 0.17114857 0.18959443]]",4.0,655.0,train,augmented
"[[0.09803922 0.08235294 0.03137255 ... 0.69803923 0.67843139 0.67843139]
 [0.05882353 0.05882353 0.03529412 ... 0.73725492 0.65098041 0.67450982]
 [0.0627451  0.07058824 0.05490196 ... 0.74117649 0.66274512 0.70588237]
 ...
 [0.04705882 0.14901961 0.22352941 ... 0.85490197 0.85882354 0.88627452]
 [0.0627451  0.04705882 0.07450981 ... 0.86666667 0.89803922 0.99215686]
 [0.08235294 0.13333334 0.11764706 ... 0.82352942 0.89411765 1.        ]]",5.0,297.0,train,original
"[[0.16427158 0.14966322 0.15331359 ... 0.6653055  0.66832083 0.63830304]
 [0.13612793 0.15059872 0.14923854 ... 0.70518112 0.70519722 0.7033869 ]
 [0.14861615 0.10895845 0.12964426 ... 0.71634692 0.7233544  0.68554735]
 ...
 [0.10710198 0.09169747 0.08219999 ... 0.32611537 0.32613367 0.37077919]
 [0.10276522 0.08877697 0.0927382  ... 0.33226925 0.2832092  0.34702805]
 [0.1189454  0.09589252 0.09564099 ... 0.34055617 0.3506256  0.35541242]]",5.0,297.0,train,reconstructed
"[[0.16027585 0.19423763 0.2278359  ... 0.92530227 0.9372456  0.933232  ]
 [0.17558241 0.20817347 0.19603468 ... 0.94433373 0.9375884  0.9386528 ]
 [0.16320269 0.15911554 0.17093088 ... 0.90463316 0.9320753  0.9119671 ]
 ...
 [0.04892008 0.05162436 0.04907931 ... 0.26878634 0.23938572 0.30931732]
 [0.05450932 0.04343295 0.06851832 ... 0.25825864 0.14906481 0.22590157]
 [0.05202945 0.05919813 0.04277698 ... 0.24181275 0.19767363 0.24604   ]]",5.0,297.0,train,augmented
"[[0.0103016  0.00581131 0.0031437  ... 0.00871487 0.00716399 0.0067757 ]
 [0.01052684 0.00639126 0.00470887 ... 0.01187502 0.01051906 0.00788815]
 [0.00542866 0.00198835 0.00152998 ... 0.01110662 0.01223703 0.00668971]
 ...
 [0.19057669 0.14992633 0.07349478 ... 0.15742338 0.2438005  0.1334905 ]
 [0.13953233 0.1296019  0.10687827 ... 0.20525935 0.15818517 0.11677984]
 [0.09192621 0.15068372 0.09282117 ... 0.18861504 0.23659422 0.28886923]]",5.0,297.0,train,augmented
"[[0.01699371 0.01087609 0.00625883 ... 0.02366006 0.01880953 0.01828479]
 [0.01748254 0.01155208 0.00857778 ... 0.03142584 0.02651344 0.02062017]
 [0.01036951 0.00414027 0.00336193 ... 0.02907356 0.0324498  0.01921836]
 ...
 [0.18914662 0.15212344 0.07861669 ... 0.17018795 0.24656962 0.14783168]
 [0.13953769 0.12573911 0.10612717 ... 0.20485733 0.18004394 0.13889827]
 [0.10013333 0.15407294 0.09790165 ... 0.2024504  0.2460586  0.29141933]]",5.0,297.0,train,augmented
"[[0.09803922 0.07058824 0.05882353 ... 0.64705884 0.64313728 0.64705884]
 [0.08627451 0.07843138 0.08235294 ... 0.67450982 0.67058825 0.65882355]
 [0.0627451  0.09019608 0.10588235 ... 0.67843139 0.67843139 0.66666669]
 ...
 [0.78039217 0.79215688 0.78431374 ... 0.10980392 0.17647059 0.25882354]
 [0.77254903 0.7764706  0.7764706  ... 0.08235294 0.12941177 0.15686275]
 [0.78039217 0.7647059  0.75686276 ... 0.05882353 0.0627451  0.07058824]]",1.0,2553.0,train,original
"[[0.21657437 0.19835022 0.19739541 ... 0.59289694 0.61556703 0.54811829]
 [0.20458579 0.17858587 0.21209401 ... 0.59588915 0.59296787 0.64234161]
 [0.20409594 0.17634463 0.19019008 ... 0.58577091 0.6607427  0.68262404]
 ...
 [0.69356269 0.68411833 0.69033599 ... 0.06280298 0.05209062 0.05025608]
 [0.67536229 0.69811893 0.68148857 ... 0.05596764 0.04364493 0.06082865]
 [0.68127465 0.68548346 0.64204025 ... 0.05930508 0.03983046 0.0666316 ]]",1.0,2553.0,train,reconstructed
"[[0.18941976 0.1651414  0.19523488 ... 0.90292233 0.9422508  0.9006019 ]
 [0.15814705 0.1842342  0.24175577 ... 0.91150165 0.90853953 0.93166023]
 [0.15515131 0.16248319 0.16875274 ... 0.86505455 0.9182089  0.916597  ]
 ...
 [0.40020636 0.46291497 0.43011406 ... 0.05320295 0.0366306  0.04047956]
 [0.38372055 0.45210433 0.4710018  ... 0.03990009 0.02650438 0.03570992]
 [0.33450142 0.5005706  0.26581082 ... 0.04543338 0.01970829 0.04879739]]",1.0,2553.0,train,augmented
"[[0.01797962 0.01551994 0.00740828 ... 0.00531483 0.00339559 0.00510421]
 [0.02548761 0.01310117 0.01145838 ... 0.00488113 0.00441329 0.00403129]
 [0.01323853 0.0066201  0.00555008 ... 0.00438815 0.00572687 0.00423175]
 ...
 [0.8210324  0.86934716 0.80395544 ... 0.04545642 0.06346294 0.03619046]
 [0.83284813 0.7849655  0.80837816 ... 0.05621969 0.05018569 0.03002295]
 [0.8254212  0.8148834  0.8655569  ... 0.05555616 0.07401916 0.05821913]]",1.0,2553.0,train,augmented
"[[0.03025156 0.02715841 0.01458062 ... 0.01501805 0.00980042 0.01352964]
 [0.04041987 0.02295716 0.02058551 ... 0.01237632 0.01166119 0.01096893]
 [0.02484106 0.01378691 0.01197499 ... 0.01210936 0.01601144 0.01239188]
 ...
 [0.8254002  0.8690855  0.8158964  ... 0.04742208 0.05876895 0.03828548]
 [0.8281191  0.7903864  0.81345844 ... 0.05583352 0.05219246 0.03447327]
 [0.8384695  0.8218663  0.87646234 ... 0.05635145 0.06754787 0.0552619 ]]",1.0,2553.0,train,augmented
"[[0.41960785 0.42745098 0.39607844 ... 0.07843138 0.05490196 0.03529412]
 [0.38431373 0.3882353  0.39215687 ... 0.02352941 0.03921569 0.02352941]
 [0.45490196 0.38039216 0.3882353  ... 0.02352941 0.03921569 0.05882353]
 ...
 [0.5411765  0.40784314 0.35686275 ... 0.16470589 0.17254902 0.07843138]
 [0.54509807 0.40784314 0.45882353 ... 0.04313726 0.0627451  0.05490196]
 [0.51764709 0.40000001 0.38431373 ... 0.03921569 0.02745098 0.03529412]]",4.0,1632.0,train,original
